cell_id,name_en,lat,lon,URM1,pop_URM1,val_URM1,URM2,pop_URM2,val_URM2,CM,pop_CM,val_CM,RM-L,pop_RM-L,val_RM-L,RM-M,pop_RM-M,val_RM-M,RC1,pop_RC1,val_RC1,RC2,pop_RC2,val_RC2,RC3,pop_RC3,val_RC3,RC4,pop_RC4,val_RC4,RCPC1,pop_RCPC1,val_RCPC1,RCPC2,pop_RCPC2,val_RCPC2,ADO,pop_ADO,val_ADO,WOOD1,pop_WOOD1,val_WOOD1,WOOD2,pop_WOOD2,val_WOOD2,STEEL,pop_STEEL,val_STEEL,OTH,pop_OTH,val_OTH,bdg_tot,pop_tot,val_tot
482,test,38.312509,57.095985,1,3,64707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12496,0,0,0,0,0,0,0,0,0,0,0,0,3,13,77203
483,test,38.272596,57.786604,8,30,517656,0,0,0,1,76,1229687,1,5,89594,1,104,381143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,124,149952,1,5,50803,0,0,0,0,0,0,0,0,0,36,344,2418835
484,test,37.793315,58.898885,18,68,1164726,1,3,68323,1,76,1229687,1,5,89594,3,312,1143429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,234,281160,2,10,101606,0,0,0,0,0,0,0,0,0,71,708,4078525
485,test,37.390717,60.498343,13,49,1110850,24,91,2368056,18,1368,12037248,11,57,1219097,11,1144,5948041,7,1064,12518485,14,2128,109552646,0,0,0,0,0,0,26,3952,54252588,0,0,0,6,31,37044,8,41,3808256,0,0,0,1,3,218125,0,0,0,139,9928,203070436
486,test,38.123798,58.096943,2,7,170900,8,30,789352,4,304,2674944,3,15,332481,3,312,1622193,2,304,3576710,5,760,39125945,0,0,0,0,0,0,6,912,12519828,0,0,0,2,10,12348,2,10,952064,0,0,0,0,0,0,0,0,0,37,2664,61776765
487,test,37.380437,59.415682,24,91,1552968,2,7,136646,1,76,1229687,3,15,268782,3,312,1143429,2,304,3576710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,374,449856,2,10,101606,0,0,0,0,0,0,0,0,0,109,1189,8459684
488,test,37.944052,58.956432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6248,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6248
489,test,38.506028,56.714450,25,95,1617675,0,0,0,5,380,6148435,1,5,89594,3,312,1143429,1,152,1788355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,483,581064,4,20,203212,0,0,0,0,0,0,0,0,0,132,1447,11571764
490,test,37.405242,60.592839,11,41,711777,1,3,68323,0,0,0,3,15,268782,1,104,381143,2,304,3576710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,249,299904,2,10,101606,0,0,0,0,0,0,0,0,0,68,726,5408245
491,test,38.106747,58.472316,70,266,4529490,2,7,136646,12,912,14756244,13,67,1164722,8,832,3049144,2,304,3576710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1133,1362064,5,26,254015,0,0,0,0,0,0,0,0,0,330,3547,28829035
492,test,37.996208,57.637413,3,11,194121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,49984,0,0,0,0,0,0,0,0,0,0,0,0,11,52,244105
493,test,37.989551,58.399182,3,11,256350,10,38,986690,6,456,4012416,3,15,332481,3,312,1622193,3,456,5365065,6,912,46951134,0,0,0,0,0,0,7,1064,14606466,0,0,0,4,20,24696,2,10,952064,0,0,0,1,3,218125,0,0,0,48,3297,75327680
494,test,37.912488,58.405560,8,30,683600,20,76,1973380,10,760,6687360,12,62,1329924,8,832,4325848,11,1672,19671905,16,2432,125203024,0,0,0,0,0,0,15,2280,31299570,0,0,0,5,26,30870,7,36,3332224,0,0,0,2,7,436250,0,0,0,114,8213,194973955
495,test,37.956105,58.363771,20,76,1709000,33,125,3256077,21,1596,14043456,11,57,1219097,10,1040,5407310,10,1520,17883550,24,3648,187804536,0,0,0,0,0,0,22,3344,45906036,0,0,0,4,20,24696,2,10,952064,0,0,0,2,7,436250,0,0,0,159,11443,278642072
496,test,37.886862,58.355229,7,26,598150,9,34,888021,4,304,2674944,3,15,332481,3,312,1622193,3,456,5365065,3,456,23475567,0,0,0,0,0,0,11,1672,22953018,0,0,0,1,5,6174,1,5,476032,0,0,0,0,0,0,0,0,0,45,3285,58391645
497,test,37.929913,58.359392,27,102,2307150,32,121,3157408,27,2052,18055872,18,93,1994886,13,1352,7029503,12,1824,21460260,21,3192,164328969,0,0,0,0,0,0,40,6080,83465520,0,0,0,6,31,37044,6,31,2856192,0,0,0,3,11,654375,0,0,0,205,14889,305347179
498,test,37.928859,58.459042,3,11,194121,0,0,0,0,0,0,1,5,89594,1,104,381143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,68728,0,0,0,0,0,0,0,0,0,0,0,0,16,177,733586
499,test,37.910015,58.355461,19,72,1623550,23,87,2269387,20,1520,13374720,10,52,1108270,13,1352,7029503,7,1064,12518485,13,1976,101727457,0,0,0,0,0,0,28,4256,58425864,0,0,0,9,46,55566,3,15,1428096,0,0,0,0,0,0,0,0,0,145,10440,199560898
500,test,37.942956,58.389979,7,26,598150,15,57,1480035,8,608,5349888,9,46,997443,10,1040,5407310,9,1368,16095195,10,1520,78251890,0,0,0,0,0,0,9,1368,18779742,0,0,0,3,15,18522,3,15,1428096,0,0,0,2,7,436250,0,0,0,85,6070,128842521
501,test,37.974926,58.364333,3,11,256350,5,19,493345,2,152,1337472,4,20,443308,3,312,1622193,2,304,3576710,5,760,39125945,0,0,0,0,0,0,6,912,12519828,0,0,0,3,15,18522,1,5,476032,0,0,0,0,0,0,0,0,0,34,2510,59869705
502,test,37.963930,58.307314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,test,37.962954,58.319499,5,19,427250,9,34,888021,7,532,4681152,7,36,775789,7,728,3785117,5,760,8941775,5,760,39125945,0,0,0,0,0,0,8,1216,16693104,0,0,0,2,10,12348,2,10,952064,0,0,0,0,0,0,0,0,0,57,4105,76282565
504,test,37.952929,58.442505,4,15,341800,11,41,1085359,7,532,4681152,9,46,997443,7,728,3785117,6,912,10730130,5,760,39125945,0,0,0,0,0,0,12,1824,25039656,0,0,0,2,10,12348,5,26,2380160,0,0,0,1,3,218125,0,0,0,69,4897,88397235
505,test,37.963012,58.350291,10,38,854500,22,83,2170718,6,456,4012416,12,62,1329924,7,728,3785117,12,1824,21460260,14,2128,109552646,0,0,0,0,0,0,14,2128,29212932,0,0,0,4,20,24696,1,5,476032,0,0,0,1,3,218125,0,0,0,103,7475,173097366
506,test,37.991136,58.361937,1,3,85450,1,3,98669,1,76,668736,1,5,110827,1,104,540731,1,152,1788355,1,152,7825189,0,0,0,0,0,0,1,152,2086638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,647,13204595
507,test,37.978150,58.335955,7,26,598150,10,38,986690,7,532,4681152,9,46,997443,2,208,1081462,6,912,10730130,8,1216,62601512,0,0,0,0,0,0,11,1672,22953018,0,0,0,2,10,12348,2,10,952064,0,0,0,0,0,0,0,0,0,64,4670,105593969
508,test,37.927122,58.416182,8,30,683600,26,98,2565394,13,988,8693568,14,72,1551578,7,728,3785117,13,1976,23248615,13,1976,101727457,0,0,0,0,0,0,15,2280,31299570,0,0,0,4,20,24696,1,5,476032,0,0,0,1,3,218125,0,0,0,115,8176,174273752
