cell_id,name_en,lat,lon,URM1,pop_URM1,val_URM1,URM2,pop_URM2,val_URM2,CM,pop_CM,val_CM,RM-L,pop_RM-L,val_RM-L,RM-M,pop_RM-M,val_RM-M,RC1,pop_RC1,val_RC1,RC2,pop_RC2,val_RC2,RC3,pop_RC3,val_RC3,RC4,pop_RC4,val_RC4,RCPC1,pop_RCPC1,val_RCPC1,RCPC2,pop_RCPC2,val_RCPC2,ADO,pop_ADO,val_ADO,WOOD1,pop_WOOD1,val_WOOD1,WOOD2,pop_WOOD2,val_WOOD2,STEEL,pop_STEEL,val_STEEL,OTH,pop_OTH,val_OTH,bdg_tot,pop_tot,val_tot
837,test,41.760088,56.355915,323,1227,20900361,0,0,0,0,0,0,89,462,7973866,8,832,3049144,0,0,0,0,0,0,0,0,0,0,0,0,9,1368,15373287,0,0,0,272,1414,1699456,7,36,355621,2,10,362378,0,0,0,0,0,0,710,5349,49714113
838,test,41.797633,60.681800,15,57,970605,0,0,0,0,0,0,104,540,9317776,16,1664,6098288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,2615,3142744,3,15,152409,0,0,0,0,0,0,0,0,0,641,4891,19681822
839,test,41.914348,60.161119,7,26,452949,0,0,0,0,0,0,16,83,1433504,8,832,3049144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1565,1880648,0,0,0,0,0,0,0,0,0,0,0,0,332,2506,6816245
840,test,42.849475,59.022657,39,148,2523573,0,0,0,0,0,0,252,1310,22577688,57,5928,21725151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,10810,12989592,0,0,0,0,0,0,0,0,0,0,0,0,2427,18196,59816004
841,test,42.684770,58.019163,24,91,1552968,26,98,1776398,0,0,0,62,322,5554828,13,1352,4954859,0,0,0,0,0,0,0,0,0,0,0,0,4,608,6832572,0,0,0,593,3083,3705064,0,0,0,0,0,0,0,0,0,0,0,0,722,5554,24376689
842,test,43.266432,59.956271,83,315,5370681,0,0,0,0,0,0,71,369,6361174,19,1976,7241717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,2589,3111504,17,88,863651,0,0,0,0,0,0,0,0,0,688,5337,22948727
843,test,42.052043,56.416437,45,171,2911815,5,19,341615,0,0,0,150,780,13439100,3,312,1143429,0,0,0,0,0,0,0,0,0,0,0,0,10,1520,17081430,0,0,0,452,2350,2824096,20,104,1016060,0,0,0,0,0,0,0,0,0,685,5256,38757545
844,test,43.662322,60.398792,35,133,2264745,0,0,0,0,0,0,75,390,6719550,13,1352,4954859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,1986,2386736,0,0,0,0,0,0,0,0,0,0,0,0,505,3861,16325890
845,test,44.226264,56.989053,44,167,2847108,0,0,0,0,0,0,141,733,12632754,20,2080,7622860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,2771,3330184,0,0,0,0,0,0,0,0,0,0,0,0,738,5751,26432906
846,test,44.266155,57.311105,6,22,388242,0,0,0,0,0,0,37,192,3314978,18,1872,6860574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,3671,4411088,0,0,0,0,0,0,0,0,0,0,0,0,767,5757,14974882
847,test,43.597387,58.511367,27,102,1747089,0,0,0,0,0,0,25,130,2239850,16,1664,6098288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,2860,3436400,0,0,0,0,0,0,0,0,0,0,0,0,618,4756,13521627
848,test,44.448598,60.362410,3,11,194121,0,0,0,0,0,0,25,130,2239850,10,1040,3811430,0,0,0,0,0,0,0,0,0,0,0,0,1,152,1708143,0,0,0,420,2184,2624160,0,0,0,0,0,0,0,0,0,0,0,0,459,3517,10577704
849,test,42.095415,61.520157,154,585,9964878,0,0,0,0,0,0,41,213,3673354,23,2392,8766289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,2948,3542616,0,0,0,0,0,0,0,0,0,0,0,0,785,6138,25947137
850,test,42.529272,59.305197,376,1428,24329832,0,0,0,0,0,0,286,1487,25623884,2,208,762286,0,0,0,0,0,0,0,0,0,0,0,0,26,3952,44411718,0,0,0,698,3629,4361104,1,5,50803,0,0,0,0,0,0,0,0,0,1389,10709,99539627
851,test,43.267222,58.796837,178,676,11517846,0,0,0,0,0,0,151,785,13528694,22,2288,8385146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,1898,2280520,0,0,0,0,0,0,0,0,0,0,0,0,716,5647,35712206
852,test,41.190830,62.347202,26,98,1682382,0,0,0,0,0,0,15,78,1343910,5,520,1905715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,650,781000,0,0,0,0,0,0,0,0,0,0,0,0,171,1346,5713007
853,test,43.723763,56.667726,6,22,388242,0,0,0,0,0,0,48,249,4300512,17,1768,6479431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,2917,3505128,0,0,0,0,0,0,0,0,0,0,0,0,632,4956,14673313
854,test,43.737965,61.551303,47,178,3041229,0,0,0,0,0,0,38,197,3404572,11,1144,4192573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,1710,2055592,0,0,0,0,0,0,0,0,0,0,0,0,425,3229,12693966
855,test,42.516514,59.880907,102,387,6600114,0,0,0,0,0,0,15,78,1343910,13,1352,4954859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1534,1843160,0,0,0,0,0,0,0,0,0,0,0,0,425,3351,14742043
